date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,code_postal,nom_commune,code_departement,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2020-01-06,Vente,895000,26,,AV DES ERABLES,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,92,3,S,sols,,,374,2.497636,48.80343
2020-01-02,Vente,590000,8,B,RUE DESIRE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,80,4,S,sols,,,199,2.491115,48.794748
2020-01-02,Vente,590000,8,B,RUE DESIRE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,11,0,S,sols,,,199,2.491115,48.794748
2020-01-07,Vente,202500,16,B,AV ALBERT 1ER,94210,Saint-Maur-des-Fossés,94,3,41.64,,,,,,,,1,2,Appartement,41,3,,,,,,2.508381,48.788811
2020-01-06,Vente,1400000,13,,AV DES ARTS,94100,Saint-Maur-des-Fossés,94,1,304.8,,,,,,,,1,1,Maison,300,9,,,,,,2.490385,48.804162
2020-01-08,Vente,225000,27,,RUE DU DOCTEUR ROUX,94100,Saint-Maur-des-Fossés,94,13,46.43,8,,,,,,,2,2,Appartement,45,2,,,,,,2.491636,48.791812
2020-01-08,Vente,225000,27,,RUE DU DOCTEUR ROUX,94100,Saint-Maur-des-Fossés,94,40,,,,,,,,,1,3,Dépendance,,0,,,,,,2.491636,48.791812
2020-01-09,Vente,276000,71,,QUAI DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,26,,,,,,,,,1,3,Dépendance,,0,,,,,,2.494333,48.785114
2020-01-09,Vente,276000,71,,QUAI DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,10,57.97,20,,,,,,,2,2,Appartement,57,3,,,,,,2.494333,48.785114
2020-01-08,Vente,360976,36,,AV FUSILLES DE CHATEAUBRIANT,94100,Saint-Maur-des-Fossés,94,29,59.44,36,,,,,,,2,2,Appartement,60,3,,,,,,2.497543,48.803883
2020-01-06,Vente,215000,31,,AV EMILE ZOLA,94100,Saint-Maur-des-Fossés,94,77,43.93,,,,,,,,1,2,Appartement,43,2,,,,,,2.484846,48.801631
2020-01-10,Vente,15000,5,,RUE GEORGE SAND,94210,Saint-Maur-des-Fossés,94,28,,,,,,,,,1,3,Dépendance,,0,,,,,,2.518147,48.793368
2020-01-10,Vente,263000,41,,RUE JULES FERRY,94100,Saint-Maur-des-Fossés,94,35,,,,,,,,,1,3,Dépendance,,0,,,,,,,
2020-01-10,Vente,263000,41,,RUE JULES FERRY,94100,Saint-Maur-des-Fossés,94,24,,61,37.9,,,,,,2,2,Appartement,37,2,,,,,,,
2020-01-02,Vente,110000,45,Q,AV GALLIENI,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,77,2.477505,48.807734
2020-01-02,Vente,110000,47,,AV GALLIENI,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,,,,,S,sols,,,2,2.477499,48.807685
2020-01-10,Vente,315000,127,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,1,,32,,,,,,,2,2,Appartement,75,4,,,,,,2.520155,48.791443
2020-01-06,Vente,239000,4,,VLA MARIOTTE,94210,Saint-Maur-des-Fossés,94,121,,,,,,,,,1,2,Appartement,43,2,,,,,,2.517016,48.790881
2020-01-06,Vente,593000,2,B,RUE DELERUE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,62,4,S,sols,,,200,2.484402,48.79572
2020-01-13,Vente,7500,54,,BD DES MURIERS,94210,Saint-Maur-des-Fossés,94,232,,,,,,,,,1,3,Dépendance,,0,,,,,,2.500395,48.788942
2020-01-10,Vente,237000,29,,AV DE CONDE,94100,Saint-Maur-des-Fossés,94,216,49.72,246,,,,,,,2,2,Appartement,51,3,,,,,,2.480207,48.811072
2020-01-15,Vente,24000,177,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,77,,,,,,,,,1,3,Dépendance,,0,,,,,,2.499616,48.798307
2020-01-15,Vente,24000,177,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,76,,,,,,,,,1,3,Dépendance,,0,,,,,,2.499616,48.798307
2020-01-13,Vente,296500,32,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,13,,,,,,,,,1,3,Dépendance,,0,,,,,,2.486239,48.790167
2020-01-13,Vente,296500,32,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,104,63.67,77,,,,,,,2,2,Appartement,25,5,,,,,,2.486239,48.790167
2020-01-10,Vente en l'état futur d'achèvement,580000,7,,RUE DE LA REUNION,94100,Saint-Maur-des-Fossés,94,1,,,,,,,,,1,2,Appartement,83,3,,,,,,2.492823,48.801328
2020-01-10,Vente en l'état futur d'achèvement,580000,7,,RUE DE LA REUNION,94100,Saint-Maur-des-Fossés,94,48,,,,,,,,,1,3,Dépendance,,0,,,,,,2.492823,48.801328
2020-01-10,Vente,277000,17,,AV DES LACS,94100,Saint-Maur-des-Fossés,94,30,,,,,,,,,1,3,Dépendance,,0,,,,,,2.502858,48.80201
2020-01-10,Vente,277000,17,,AV DES LACS,94100,Saint-Maur-des-Fossés,94,12,,2,,,,,,,2,2,Appartement,45,2,,,,,,2.502858,48.80201
2020-01-10,Vente,994000,71,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,80,5,S,sols,,,480,2.482586,48.798498
2020-01-09,Vente,625000,21,,AV DE L EST,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,679,0,S,sols,,,702,2.504255,48.801695
2020-01-03,Vente,410370,83,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,23,,,,,,,,,1,3,Dépendance,,0,,,,,,2.515283,48.793512
2020-01-03,Vente,410370,83,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,13,61.93,,,,,,,,1,2,Appartement,62,3,,,,,,2.515283,48.793512
2020-01-02,Vente,795000,19,,AV PIERRE SEMARD,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,,,,,S,sols,,,275,2.513027,48.796726
2020-01-06,Vente,130000,61,,RUE LEDRU ROLLIN,94100,Saint-Maur-des-Fossés,94,51,21.91,52,,61,,,,,3,2,Appartement,32,2,,,,,,2.484546,48.793979
2020-01-06,Vente,130000,61,,RUE LEDRU ROLLIN,94100,Saint-Maur-des-Fossés,94,65,,,,,,,,,1,,,,,S,sols,,,33,2.484546,48.793979
2020-01-02,Vente,13197246,,,,,Saint-Maur-des-Fossés,94,,,,,,,,,,0,,,,,,,,,,2.514815,48.798764
2020-01-14,Vente,590000,15,B,AV BALZAC,94210,Saint-Maur-des-Fossés,94,4,77.14,5,,6,,,,,3,1,Maison,73,3,,,,,,2.514888,48.794607
2020-01-02,Vente en l'état futur d'achèvement,8761198,56,,AV DIDIER,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,,,,,,,,,,2.514928,48.799617
2020-01-08,Vente en l'état futur d'achèvement,410000,79,,AV FOCH,94100,Saint-Maur-des-Fossés,94,120,,6,,,,,,,2,2,Appartement,59,3,,,,,,2.496055,48.800852
2020-01-08,Vente en l'état futur d'achèvement,410000,79,,AV FOCH,94100,Saint-Maur-des-Fossés,94,45,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496055,48.800852
2020-01-09,Vente,1200000,14,,AV MICHELET,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,150,7,S,sols,,,1038,2.509888,48.792847
2020-01-10,Vente,169000,28,,RUE DU FOUR,94100,Saint-Maur-des-Fossés,94,17,28.53,,,,,,,,1,2,Appartement,33,2,,,,,,2.472169,48.812053
2020-01-17,Vente,258000,73,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,9,57.36,,,,,,,,1,2,Appartement,48,2,,,,,,2.506888,48.791226
2020-01-06,Vente,609000,16,B,AV GEORGES GOUSSOT,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,121,5,S,sols,,,268,2.477412,48.787458
2020-01-20,Vente,1004500,70,T,RUE GEORGES CLEMENCEAU,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,200,7,S,sols,,,587,2.521146,48.798402
2020-01-17,Vente,275000,129,,BD DU GENERAL GIRAUD,94100,Saint-Maur-des-Fossés,94,15,,,,,,,,,1,3,Dépendance,,0,,,,,,2.486239,48.790167
2020-01-17,Vente,275000,129,,BD DU GENERAL GIRAUD,94100,Saint-Maur-des-Fossés,94,115,64.01,45,,,,,,,2,2,Appartement,64,3,,,,,,2.486239,48.790167
2020-01-20,Vente,478000,99,B,AV RASPAIL,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,50,3,S,sols,,,126,2.497847,48.786302
2020-01-10,Vente,890000,32,,RUE DE LA VARENNE,94100,Saint-Maur-des-Fossés,94,8,,,,,,,,,1,4,Local industriel. commercial ou assimilé,64,0,,,,,,2.474976,48.806899
2020-01-13,Vente en l'état futur d'achèvement,545000,52,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,35,16.4,,,,,,,,1,3,Dépendance,,0,,,,,,2.50938,48.79503
2020-01-13,Vente en l'état futur d'achèvement,545000,52,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,7,67.77,,,,,,,,1,2,Appartement,64,3,,,,,,2.50938,48.79503
2020-01-13,Vente en l'état futur d'achèvement,545000,52,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,14,,,,,,,,,1,3,Dépendance,,0,,,,,,2.50938,48.79503
2020-01-13,Vente en l'état futur d'achèvement,545000,52,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,36,14.81,,,,,,,,1,3,Dépendance,,0,,,,,,2.50938,48.79503
2020-01-20,Vente,17000,25,,AV SAINT LOUIS,94210,Saint-Maur-des-Fossés,94,245,,,,,,,,,1,3,Dépendance,,0,,,,,,2.50746,48.788562
2020-01-10,Vente,1050000,9,,PAS DARTOIS BIDOT,94100,Saint-Maur-des-Fossés,94,1,,6,,,,,,,2,4,Local industriel. commercial ou assimilé,695,0,,,,,,2.474664,48.806159
2020-01-10,Vente,445000,3,,PAS DARTOIS BIDOT,94100,Saint-Maur-des-Fossés,94,11,47.73,,,,,,,,1,4,Local industriel. commercial ou assimilé,50,0,,,,,,2.474976,48.806899
2020-01-16,Vente,1300000,7,,RUE DES PECHEURS,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,511,2.472467,48.796193
2020-01-06,Vente,690000,36,,RUE WASHINGTON,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,96,6,S,sols,,,375,2.515923,48.798347
2020-01-21,Vente,158000,120,,AV PIERRE SEMARD,94210,Saint-Maur-des-Fossés,94,20,,4,30.01,,,,,,2,2,Appartement,31,1,,,,,,2.511246,48.80538
2020-01-20,Vente,346000,44,,RUE ETIENNE MARCEL,94210,Saint-Maur-des-Fossés,94,30,,,,,,,,,1,3,Dépendance,,0,,,,,,2.507884,48.799297
2020-01-20,Vente,346000,44,,RUE ETIENNE MARCEL,94210,Saint-Maur-des-Fossés,94,1,73.44,16,,,,,,,2,2,Appartement,76,4,,,,,,2.507884,48.799297
2020-01-15,Vente,500289.75,1,B,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,202,105.1,506,,,,,,,2,2,Appartement,107,4,,,,,,2.472404,48.799681
2020-01-16,Vente,250000,138,B,RUE GARIBALDI,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,,,,,S,sols,,,163,2.491517,48.790048
2020-01-21,Vente,445000,51,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,16,,,,,,,,,1,3,Dépendance,,0,,,,,,2.503368,48.792142
2020-01-21,Vente,445000,51,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,50,,87,89.73,,,,,,2,2,Appartement,89,4,,,,,,2.503368,48.792142
2020-01-16,Vente,182585,5,,RUE GEORGE SAND,94210,Saint-Maur-des-Fossés,94,7,18.61,,,,,,,,1,2,Appartement,21,2,,,,,,2.518147,48.793368
2020-01-23,Vente,285000,35,,AV MAHIEU,94100,Saint-Maur-des-Fossés,94,13,64.5,14,,,,,,,2,2,Appartement,61,4,,,,,,2.4771,48.810576
2020-01-23,Vente,285000,35,,AV MAHIEU,94100,Saint-Maur-des-Fossés,94,74,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4771,48.810576
2020-01-17,Vente,295000,25,,AV EMILE ZOLA,94100,Saint-Maur-des-Fossés,94,1,70,46,52.6,,,,,,2,4,Local industriel. commercial ou assimilé,130,0,,,,,,2.484952,48.801898
2020-01-15,Vente,390000,119,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,50,,,,,,,,,1,3,Dépendance,,0,,,,,,2.519221,48.791841
2020-01-15,Vente,390000,119,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,28,,8,76.12,,,,,,2,2,Appartement,73,3,,,,,,2.519221,48.791841
2020-01-17,Vente,1065000,8,T,RUE DU CAPORAL PEUGEOT,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,180,6,S,sols,,,802,2.516652,48.793785
2020-01-10,Vente,190000,120,,AV DU GENERAL LECLERC,94100,Saint-Maur-des-Fossés,94,3,,7,31.9,,,,,,2,2,Appartement,50,3,,,,,,2.503913,48.80741
2020-01-24,Vente,298500,105,,AV MARINVILLE,94100,Saint-Maur-des-Fossés,94,27,,5,49.54,,,,,,2,2,Appartement,53,3,,,,,,2.48358,48.805644
2020-01-24,Vente,567100,13,,RUE DE L ABBAYE,94100,Saint-Maur-des-Fossés,94,7,88.53,9,,,,,,,2,2,Appartement,98,5,,,,,,2.473569,48.812878
2020-01-23,Vente,840000,27,,AV DU BOIS GUIMIER,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,121,5,S,sols,,,372,2.481155,48.803036
2020-01-06,Vente,19000,13,,RUE ANDRE BOLLIER,94100,Saint-Maur-des-Fossés,94,111,,,,,,,,,1,3,Dépendance,,0,,,,,,2.474397,48.8043
2020-01-15,Vente en l'état futur d'achèvement,415000,79,,AV FOCH,94100,Saint-Maur-des-Fossés,94,112,,4,,,,,,,2,2,Appartement,63,3,,,,,,2.496055,48.800852
2020-01-15,Vente en l'état futur d'achèvement,415000,79,,AV FOCH,94100,Saint-Maur-des-Fossés,94,106,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496055,48.800852
2020-01-27,Vente,378300,51,,AV DE LA LIBERATION,94100,Saint-Maur-des-Fossés,94,74,,,,,,,,,1,3,Dépendance,,0,,,,,,2.477333,48.810951
2020-01-27,Vente,378300,51,,AV DE LA LIBERATION,94100,Saint-Maur-des-Fossés,94,10,,118,74.46,,,,,,2,2,Appartement,74,2,,,,,,2.477333,48.810951
2020-01-24,Vente,19000,47,,AV DE CONDE,94100,Saint-Maur-des-Fossés,94,422,,,,,,,,,1,3,Dépendance,,0,,,,,,2.480207,48.811072
2020-01-07,Vente,201813,17,,BD MAURICE BERTEAUX,94100,Saint-Maur-des-Fossés,94,3,46.6,,,,,,,,1,2,Appartement,35,2,,,,,,2.470901,48.810312
2020-01-08,Vente,247400,13,,RUE ALBERT DE MUN,94100,Saint-Maur-des-Fossés,94,104,59.34,119,,,,,,,2,2,Appartement,70,3,,,,,,2.48308,48.790597
2020-01-15,Vente en l'état futur d'achèvement,289500,177,,BD DU GENERAL GIRAUD,94100,Saint-Maur-des-Fossés,94,6,,,,,,,,,1,2,Appartement,45,2,,,,,,2.491352,48.788155
2020-01-15,Vente en l'état futur d'achèvement,289500,177,,BD DU GENERAL GIRAUD,94100,Saint-Maur-des-Fossés,94,29,,,,,,,,,1,3,Dépendance,,0,,,,,,2.491352,48.788155
2020-01-24,Vente,139100,28,,AV JEAN JAURES,94100,Saint-Maur-des-Fossés,94,42,28.06,57,,,,,,,2,2,Appartement,28,1,,,,,,2.478435,48.791715
2020-01-24,Vente,441000,78,,AV CAFFIN,94210,Saint-Maur-des-Fossés,94,15,84.1,16,,,,,,,2,2,Appartement,91,3,,,,,,2.507428,48.791428
2020-01-24,Vente,441000,78,,AV CAFFIN,94210,Saint-Maur-des-Fossés,94,61,,,,,,,,,1,3,Dépendance,,0,,,,,,2.507428,48.791428
2020-01-23,Vente,216000,108,,AV CAFFIN,94210,Saint-Maur-des-Fossés,94,9,28,,,,,,,,1,2,Appartement,28,2,,,,,,2.510247,48.791017
2020-01-23,Vente,216000,2,,RUE ARAGO,94210,Saint-Maur-des-Fossés,94,1,,,,,,,,,1,3,Dépendance,,0,,,,,,2.510247,48.791017
2020-01-23,Vente,216000,2,,RUE ARAGO,94210,Saint-Maur-des-Fossés,94,4,,,,,,,,,1,3,Dépendance,,0,,,,,,2.510247,48.791017
2020-01-23,Vente,216000,2,,RUE ARAGO,94210,Saint-Maur-des-Fossés,94,5,,,,,,,,,1,3,Dépendance,,0,,,,,,2.510247,48.791017
2020-01-15,Vente,168000,54,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,32,,34,27.43,,,,,,2,2,Appartement,27,2,,,,,,2.50997,48.794837
2020-01-16,Vente,21000,42,,RUE DE LA VARENNE,94100,Saint-Maur-des-Fossés,94,223,,,,,,,,,1,3,Dépendance,,0,,,,,,2.476227,48.806155
2020-01-28,Vente en l'état futur d'achèvement,809000,40,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,61,,,,,,,,,1,3,Dépendance,,0,,,,,,2.506343,48.80117
2020-01-28,Vente en l'état futur d'achèvement,809000,40,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,153,,,,,,,,,1,3,Dépendance,,0,,,,,,2.506343,48.80117
2020-01-28,Vente en l'état futur d'achèvement,809000,40,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,152,,,,,,,,,1,3,Dépendance,,0,,,,,,2.506343,48.80117
2020-01-28,Vente en l'état futur d'achèvement,809000,40,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,60,,,,,,,,,1,3,Dépendance,,0,,,,,,2.506343,48.80117
2020-01-28,Vente en l'état futur d'achèvement,809000,40,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,46,,,,,,,,,1,2,Appartement,102,5,,,,,,2.506343,48.80117
2020-01-30,Vente,539839,61,,AV HENRI MARTIN,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,2,Appartement,20,1,S,sols,,,459,2.488579,48.796549
2020-01-30,Vente,539839,61,,AV HENRI MARTIN,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,2,Appartement,29,1,S,sols,,,459,2.488579,48.796549
2020-01-30,Vente,539839,61,,AV HENRI MARTIN,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,2,Appartement,35,1,S,sols,,,459,2.488579,48.796549
2020-01-30,Vente,539839,61,,AV HENRI MARTIN,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,2,Appartement,20,1,S,sols,,,459,2.488579,48.796549
2020-01-30,Vente,539839,61,,AV HENRI MARTIN,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,2,Appartement,29,1,S,sols,,,459,2.488579,48.796549
2020-01-30,Vente,539839,61,,AV HENRI MARTIN,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,459,2.488579,48.796549
2020-01-21,Vente,279000,60,,AV ANDREE,94100,Saint-Maur-des-Fossés,94,38,,8,,,,,,,2,2,Appartement,40,2,,,,,,2.484593,48.810876
2020-01-21,Vente,279000,13,,RUE ALBERT DE MUN,94100,Saint-Maur-des-Fossés,94,113,58.03,128,,,,,,,2,2,Appartement,60,3,,,,,,2.48308,48.790597
2020-01-24,Vente,261000,27,,RUE ALBERT DE MUN,94100,Saint-Maur-des-Fossés,94,12,,7,,,,,,,2,2,Appartement,53,3,,,,,,2.484202,48.789485
2020-01-10,Vente,1802000,73,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,120,6,AG,terrains d'agrément,,,761,2.482849,48.798545
2020-01-10,Vente,1802000,73,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,120,6,S,sols,,,500,2.482849,48.798545
2020-01-24,Vente,163000,56,,AV DU MIDI,94100,Saint-Maur-des-Fossés,94,405,52.59,436,,,,,,,2,2,Appartement,52,2,,,,,,2.501849,48.798717
2020-01-27,Vente,183000,38,,AV FUSILLES DE CHATEAUBRIANT,94100,Saint-Maur-des-Fossés,94,24,,7,22.68,,,,,,2,2,Appartement,22,1,,,,,,2.497814,48.803777
2020-01-27,Vente,183000,38,,AV FUSILLES DE CHATEAUBRIANT,94100,Saint-Maur-des-Fossés,94,54,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497814,48.803777
2020-01-24,Vente,190000,30,,AV DE CHANZY,94210,Saint-Maur-des-Fossés,94,230,,254,35.42,,,,,,2,2,Appartement,36,1,,,,,,2.518655,48.789583
2020-01-24,Vente,190000,32,,AV DE CHANZY,94210,Saint-Maur-des-Fossés,94,415,,,,,,,,,1,3,Dépendance,,0,,,,,,2.518655,48.789583
2020-01-17,Vente,252000,15,,RUE BAYON,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,40,3,S,sols,,,145,2.488714,48.785455
2020-01-17,Vente,250000,36,,AV MARINVILLE,94100,Saint-Maur-des-Fossés,94,19,26.4,32,,,,,,,2,2,Appartement,30,1,,,,,,2.475869,48.809131
2020-01-17,Vente,250000,75,,AV MARINVILLE,94100,Saint-Maur-des-Fossés,94,35,24.6,78,,,,,,,2,2,Appartement,28,1,,,,,,2.481106,48.80724
2020-01-28,Vente,21000,79,,AV CARNOT,94100,Saint-Maur-des-Fossés,94,34,,,,,,,,,1,3,Dépendance,,0,,,,,,2.48739,48.797311
2020-01-22,Vente,268000,1,,RUE DELERUE,94100,Saint-Maur-des-Fossés,94,14,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484861,48.79648
2020-01-22,Vente,268000,1,,RUE DELERUE,94100,Saint-Maur-des-Fossés,94,61,12.75,,,,,,,,1,2,Appartement,12,1,,,,,,2.484861,48.79648
2020-01-22,Vente,268000,1,,RUE DELERUE,94100,Saint-Maur-des-Fossés,94,50,12.75,,,,,,,,1,2,Appartement,12,1,,,,,,2.484861,48.79648
2020-01-22,Vente,268000,1,,RUE DELERUE,94100,Saint-Maur-des-Fossés,94,49,12,,,,,,,,1,2,Appartement,12,1,,,,,,2.484861,48.79648
2020-01-22,Vente,268000,1,,RUE DELERUE,94100,Saint-Maur-des-Fossés,94,38,15.15,,,,,,,,1,2,Appartement,18,1,,,,,,2.484861,48.79648
2020-01-22,Vente,268000,1,,RUE DELERUE,94100,Saint-Maur-des-Fossés,94,15,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484861,48.79648
2020-01-21,Vente,340000,7,,RUE LOUIS BRAILLE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,104,4,S,sols,,,95,2.477677,48.803033
2020-01-28,Vente,370000,2,,AV DE LA GRANGE,94100,Saint-Maur-des-Fossés,94,35,,95,64.43,,,,,,2,2,Appartement,65,2,,,,,,2.489625,48.804906
2020-01-28,Vente,370000,2,,AV DE LA GRANGE,94100,Saint-Maur-des-Fossés,94,72,,,,,,,,,1,3,Dépendance,,0,,,,,,2.489625,48.804906
2020-01-13,Vente,147000,38,,RUE LEDRU ROLLIN,94100,Saint-Maur-des-Fossés,94,60,,,,,,,,,1,3,Dépendance,,0,,,,,,2.482318,48.794492
2020-01-13,Vente,147000,38,,RUE LEDRU ROLLIN,94100,Saint-Maur-des-Fossés,94,14,,35,,9,27.73,,,,3,2,Appartement,30,1,,,,,,2.482318,48.794492
2020-01-24,Vente,170000,3,,AV BEAUREPAIRE,94100,Saint-Maur-des-Fossés,94,39,30.42,51,,,,,,,2,2,Appartement,30,1,,,,,,2.473267,48.793505
2020-01-27,Vente,21000,36,,BD DE BELLECHASSE,94100,Saint-Maur-des-Fossés,94,78,,,,,,,,,1,3,Dépendance,,0,,,,,,2.485444,48.793363
2020-01-23,Vente,245000,36,,BD DE BELLECHASSE,94100,Saint-Maur-des-Fossés,94,18,,50,,,,,,,2,2,Appartement,45,1,,,,,,2.485444,48.793363
2020-01-30,Vente,256800,25,B,AV GABRIEL PERI,94100,Saint-Maur-des-Fossés,94,26,,,,,,,,,1,3,Dépendance,,0,,,,,,2.485125,48.807761
2020-01-30,Vente,256800,25,B,AV GABRIEL PERI,94100,Saint-Maur-des-Fossés,94,14,,7,48.39,,,,,,2,2,Appartement,49,2,,,,,,2.485125,48.807761
2020-01-28,Vente,218000,24,,AV DU BOIS GUIMIER,94100,Saint-Maur-des-Fossés,94,49,,61,41.11,62,,,,,3,2,Appartement,41,2,,,,,,2.480137,48.802893
2020-01-31,Vente,655000,15,,AV DE CHANZY,94210,Saint-Maur-des-Fossés,94,53,83.44,81,,,,,,,2,2,Appartement,82,4,,,,,,2.516415,48.791519
2020-01-31,Vente,655000,15,,AV DE CHANZY,94210,Saint-Maur-des-Fossés,94,101,,,,,,,,,1,3,Dépendance,,0,,,,,,2.516415,48.791519
2020-01-22,Vente,12000,3,,AV DE CHANZY,94210,Saint-Maur-des-Fossés,94,301,,,,,,,,,1,3,Dépendance,,0,,,,,,2.514191,48.792059
2020-01-21,Vente,963250,39,,RUE JEAN BART,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,122,7,S,sols,,,408,2.474707,48.790251
2020-01-21,Vente,963250,39,,RUE JEAN BART,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,86,0,S,sols,,,408,2.474707,48.790251
2020-01-21,Vente,963250,37,B,RUE JEAN BART,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,,,,,S,sols,,,82,2.474756,48.79036
2020-01-30,Vente,599700,179,A,BD DU GENERAL GIRAUD,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,83,3,S,sols,,,241,2.491617,48.787772
2020-01-29,Vente,750000,8,,AV DE LA FAMILLE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,128,5,S,sols,,,300,2.493203,48.795276
2020-01-28,Vente,624000,22,B,AV DES SORBIERS,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,90,4,S,sols,,,255,2.49809,48.786467
2020-01-24,Vente,164251,12,,QUAI DU PARC,94100,Saint-Maur-des-Fossés,94,34,31.39,48,,,,,,,2,2,Appartement,30,1,,,,,,2.492607,48.810266
2020-01-31,Vente,770750,8,,AV VERGNIAUD,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,14,1,S,sols,,,597,2.472902,48.795046
2020-01-31,Vente,770750,8,,AV VERGNIAUD,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,118,4,S,sols,,,597,2.472902,48.795046
2020-01-22,Vente,370000,13,,PAS DARTOIS BIDOT,94100,Saint-Maur-des-Fossés,94,14,154.47,29,,38,,,,,3,4,Local industriel. commercial ou assimilé,154,0,,,,,,2.474664,48.806159
2020-01-31,Vente,265000,13,,RUE ARISTIDE BRIAND,94100,Saint-Maur-des-Fossés,94,203,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484466,48.796917
